"","day","hour","min","temp_log","temp_set","hum_log","hum_set"
"656",2,5,55,23.7,24.3,69,63
"657",2,5,56,23.7,24.3,68,63
"658",2,5,57,23.7,24.3,68,63
"659",2,5,58,23.7,24.3,67,63
"660",2,5,59,23.6,24.3,67,63
"661",2,6,0,23.7,24.3,67,63
"662",2,6,1,23.7,24.3,66,63
"663",2,6,2,23.7,24.3,65,63
"664",2,6,3,23.6,24.3,64,63
"665",2,6,4,23.8,24.3,62,63
"666",2,6,5,23.8,24.3,61,63
"667",2,6,6,23.9,24.3,59,63
"668",2,6,7,23.8,24.3,60,63
"669",2,6,8,23.8,24.3,60,63
"670",2,6,9,23.9,24.3,63,63
"671",2,6,10,23.8,24.3,63,63
"672",2,6,11,23.8,24.3,66,63
"673",2,6,12,23.8,24.3,67,63
"674",2,6,13,23.9,24.3,68,63
"675",2,6,14,23.8,24.3,69,63
"676",2,6,15,23.8,24.3,69,63
"677",2,6,16,23.8,24.3,68,63
"678",2,6,17,23.8,24.3,68,63
"679",2,6,18,23.7,24.3,67,63
"680",2,6,19,23.7,24.3,67,63
"681",2,6,20,23.7,24.3,67,63
"682",2,6,21,23.7,24.3,66,63
"683",2,6,22,23.8,24.3,65,63
"684",2,6,23,23.7,24.3,65,63
"685",2,6,24,23.8,24.3,64,63
"686",2,6,25,23.8,24.3,64,63
"687",2,6,26,23.8,24.3,63,63
"688",2,6,27,23.9,24.3,62,63
"689",2,6,28,23.8,24.3,62,63
"690",2,6,29,23.8,24.3,62,63
"691",2,6,30,23.9,24.3,60,63
"692",2,6,31,23.8,24.3,59,63
"693",2,6,32,23.8,24.3,60,63
"694",2,6,33,23.9,24.3,60,63
"695",2,6,34,23.8,24.3,61,63
"696",2,6,35,23.9,24.3,61,63
"697",2,6,36,23.9,24.3,62,63
"698",2,6,37,23.8,24.3,61,63
"699",2,6,38,23.8,24.3,62,63
"700",2,6,39,23.9,24.3,62,63
"701",2,6,40,23.9,24.3,64,63
"702",2,6,41,23.9,24.3,63,63
"703",2,6,42,23.9,24.3,63,63
"704",2,6,43,23.9,24.3,63,63
"705",2,6,44,23.9,24.3,64,63
"706",2,6,45,23.9,24.3,63,63
"707",2,6,46,23.9,24.3,65,63
"708",2,6,47,23.9,24.3,65,63
"709",2,6,48,23.9,24.3,66,63
"710",2,6,49,23.8,24.3,65,63
"711",2,6,50,23.8,24.3,66,63
"712",2,6,51,23.9,24.3,65,63
"713",2,6,52,23.9,24.3,66,63
"714",2,6,53,23.9,24.3,67,63
"715",2,6,54,23.9,24.3,67,63
"716",2,6,55,23.8,24.3,67,63
"717",2,6,56,23.8,24.3,68,63
"718",2,6,57,23.8,24.3,66,63
"719",2,6,58,23.9,24.3,66,63
"720",2,6,59,23.9,24.3,66,63
"721",2,7,0,23.9,24.3,67,63
"722",2,7,1,23.9,24.3,66,63
"723",2,7,2,23.9,24.3,67,63
"724",2,7,3,23.9,24.3,67,63
"725",2,7,4,23.9,24.3,67,63
"726",2,7,5,23.8,24.3,67,63
"727",2,7,6,23.8,24.3,67,63
"728",2,7,7,23.9,24.3,67,63
"729",2,7,8,23.9,24.3,66,63
"730",2,7,9,23.9,24.3,66,63
"731",2,7,10,23.8,24.3,66,63
"732",2,7,11,23.9,24.3,66,63
"733",2,7,12,23.9,24.3,66,63
"734",2,7,13,23.9,24.3,67,63
"735",2,7,14,23.9,24.3,67,63
"736",2,7,15,23.9,24.3,67,63
"737",2,7,16,23.9,24.3,67,63
"738",2,7,17,23.9,24.3,66,63
"739",2,7,18,23.8,24.3,67,63
"740",2,7,19,23.9,24.3,67,63
"741",2,7,20,23.9,24.3,67,63
"742",2,7,21,23.9,24.3,67,63
"743",2,7,22,23.9,24.3,67,63
"744",2,7,23,23.9,24.3,67,63
"745",2,7,24,23.8,24.3,67,63
"746",2,7,25,23.9,24.3,66,63
"747",2,7,26,23.9,24.3,67,63
"748",2,7,27,23.9,24.3,67,63
"749",2,7,28,23.9,24.3,66,63
"750",2,7,29,23.9,24.3,66,63
"751",2,7,30,23.9,24.3,68,63
"752",2,7,31,23.8,24.3,67,63
"753",2,7,32,23.9,24.3,67,63
"754",2,7,33,23.8,24.3,67,63
"755",2,7,34,23.9,24.3,68,63
"756",2,7,35,23.8,24.3,69,63
"757",2,7,36,23.8,24.3,68,63
"758",2,7,37,23.8,24.3,68,63
"759",2,7,38,23.9,24.3,69,63
"760",2,7,39,23.8,24.3,68,63
"761",2,7,40,23.8,24.3,68,63
"762",2,7,41,23.8,24.3,69,63
"763",2,7,42,23.8,24.3,68,63
"764",2,7,43,23.8,24.3,68,63
"765",2,7,44,23.9,24.3,69,63
"766",2,7,45,23.8,24.3,69,63
"767",2,7,46,23.8,24.3,69,63
"768",2,7,47,23.8,24.3,69,63
"769",2,7,48,23.9,24.3,69,63
"770",2,7,49,23.9,24.3,69,63
"771",2,7,50,23.8,24.3,69,63
"772",2,7,51,23.9,24.3,69,63
"773",2,7,52,23.8,24.3,69,63
"774",2,7,53,23.8,24.3,69,63
"775",2,7,54,23.8,24.3,69,63
"776",2,7,55,23.8,24.3,68,63
"777",2,7,56,23.8,24.3,68,63
"778",2,7,57,23.8,24.3,68,63
"779",2,7,58,23.8,24.3,68,63
"780",2,7,59,23.7,24.3,68,63
"781",2,8,0,23.8,24.3,68,63
"782",2,8,1,23.7,24.3,67,63
"783",2,8,2,23.8,24.3,67,63
"784",2,8,3,23.8,24.3,67,63
"785",2,8,4,23.7,24.3,67,63
"786",2,8,5,23.7,24.3,67,63
"787",2,8,6,23.8,24.3,67,63
"788",2,8,7,23.7,24.3,66,63
"789",2,8,8,23.7,24.3,66,63
"790",2,8,9,23.8,24.3,66,63
"791",2,8,10,23.8,24.3,66,63
"792",2,8,11,23.7,24.3,66,63
"793",2,8,12,23.8,24.3,65,63
"794",2,8,13,23.8,24.3,65,63
"795",2,8,14,23.8,24.3,64,63
"796",2,8,15,23.8,24.3,65,63
"797",2,8,16,23.8,24.3,65,63
"798",2,8,17,23.8,24.3,63,63
"799",2,8,18,23.8,24.3,64,63
"800",2,8,19,23.8,24.3,64,63
"801",2,8,20,23.9,24.3,61,63
"802",2,8,21,23.8,24.3,62,63
"803",2,8,22,23.8,24.3,62,63
"804",2,8,23,23.8,24.3,62,63
"805",2,8,24,23.9,24.3,63,63
"806",2,8,25,23.8,24.3,62,63
"807",2,8,26,23.9,24.3,61,63
"808",2,8,27,23.8,24.3,62,63
"809",2,8,28,23.9,24.3,60,63
"810",2,8,29,23.8,24.3,61,63
"811",2,8,30,23.8,24.3,61,63
"812",2,8,31,23.9,24.3,62,63
"813",2,8,32,23.9,24.3,61,63
"814",2,8,33,23.9,24.3,60,63
"815",2,8,34,23.9,24.3,60,63
"816",2,8,35,23.8,24.3,60,63
"817",2,8,36,23.8,24.3,59,63
"818",2,8,37,23.8,24.3,60,63
"819",2,8,38,23.9,24.3,59,63
"820",2,8,39,23.8,24.3,59,63
"821",2,8,40,23.9,24.3,60,63
"822",2,8,41,23.9,24.3,61,63
"823",2,8,42,23.9,24.3,59,63
"824",2,8,43,23.9,24.3,60,63
"825",2,8,44,23.8,24.3,60,63
"826",2,8,45,23.9,24.3,60,63
"827",2,8,46,23.9,24.3,61,63
"828",2,8,47,23.9,24.3,60,63
"829",2,8,48,23.9,24.3,62,63
"830",2,8,49,23.9,24.3,64,63
"831",2,8,50,23.9,24.3,64,63
"832",2,8,51,23.9,24.3,65,63
"833",2,8,52,23.9,24.3,65,63
"834",2,8,53,23.9,24.3,65,63
"835",2,8,54,23.9,24.3,66,63
"836",2,8,55,23.9,24.3,65,63
"837",2,8,56,23.9,24.3,64,63
"838",2,8,57,23.9,24.3,66,63
"839",2,8,58,23.9,24.3,66,63
"840",2,8,59,23.9,24.3,65,63
"841",2,9,0,23.8,24.3,66,63
"842",2,9,1,23.9,24.3,67,63
"843",2,9,2,24,24.3,67,63
"844",2,9,3,23.9,24.3,67,63
"845",2,9,4,23.9,24.3,67,63
"846",2,9,5,23.9,24.3,68,63
"847",2,9,6,23.9,24.3,68,63
"848",2,9,7,23.9,24.3,68,63
"849",2,9,8,23.9,24.3,68,63
"850",2,9,9,23.9,24.3,69,63
"851",2,9,10,23.9,24.3,69,63
"852",2,9,11,23.8,24.3,69,63
"853",2,9,12,23.8,24.3,69,63
"854",2,9,13,23.8,24.3,69,63
"855",2,9,14,23.8,24.3,69,63
"856",2,9,15,23.7,24.3,67,63
"857",2,9,16,23.8,24.3,68,63
"858",2,9,17,23.8,24.3,68,63
"859",2,9,18,23.8,24.3,68,63
"860",2,9,19,23.8,24.3,67,63
"861",2,9,20,23.8,24.3,67,63
"862",2,9,21,23.8,24.3,67,63
"863",2,9,22,23.7,24.3,67,63
"864",2,9,23,23.8,24.3,67,63
"865",2,9,24,23.7,24.3,66,63
"866",2,9,25,23.7,24.3,66,63
"867",2,9,26,23.7,24.3,66,63
"868",2,9,27,23.8,24.3,65,63
"869",2,9,28,23.8,24.3,65,63
"870",2,9,29,23.8,24.3,65,63
"871",2,9,30,23.9,24.3,62,63
"872",2,9,31,23.8,24.3,64,63
"873",2,9,32,23.8,24.3,63,63
"874",2,9,33,23.9,24.3,62,63
"875",2,9,34,23.8,24.3,62,63
"876",2,9,35,23.7,24.3,63,63
"877",2,9,36,23.9,24.3,60,63
"878",2,9,37,23.8,24.3,62,63
"879",2,9,38,23.7,24.3,62,63
"880",2,9,39,23.9,24.3,61,63
"881",2,9,40,23.9,24.3,61,63
"882",2,9,41,23.9,24.3,60,63
"883",2,9,42,23.8,24.3,59,63
"884",2,9,43,23.9,24.3,60,63
"885",2,9,44,23.8,24.3,60,63
"886",2,9,45,23.9,24.3,60,63
"887",2,9,46,23.9,24.3,60,63
"888",2,9,47,23.9,24.3,60,63
"889",2,9,48,23.9,24.3,60,63
"890",2,9,49,23.9,24.3,59,63
"891",2,9,50,23.9,24.3,60,63
"892",2,9,51,23.8,24.3,61,63
"893",2,9,52,23.9,24.3,60,63
"894",2,9,53,23.9,24.3,61,63
"895",2,9,54,23.9,24.3,62,63
"896",2,9,55,23.9,24.3,61,63
"897",2,9,56,23.9,24.3,62,63
"898",2,9,57,23.8,24.3,60,63
"899",2,9,58,23.9,24.3,62,63
"900",2,9,59,23.9,24.3,61,63
"901",2,10,0,23.9,24.3,61,63
"902",2,10,1,23.9,24.3,61,63
"903",2,10,2,23.9,24.3,62,63
"904",2,10,3,23.9,24.3,62,63
"905",2,10,4,23.9,24.3,62,63
"906",2,10,5,23.9,24.3,62,63
"907",2,10,6,23.9,24.3,63,63
"908",2,10,7,23.9,24.3,63,63
"909",2,10,8,23.9,24.3,62,63
"910",2,10,9,23.9,24.3,61,63
"911",2,10,10,23.9,24.3,60,63
"912",2,10,11,23.9,24.3,60,63
"913",2,10,12,23.9,24.3,60,63
"914",2,10,13,23.9,24.3,60,63
"915",2,10,14,23.9,24.3,59,63
"916",2,10,15,23.8,24.3,60,63
"917",2,10,16,23.9,24.3,60,63
"918",2,10,17,23.9,24.3,60,63
"919",2,10,18,23.8,24.3,59,63
"920",2,10,19,23.9,24.3,60,63
"921",2,10,20,23.9,24.3,60,63
"922",2,10,21,23.9,24.3,59,63
"923",2,10,22,23.8,24.3,60,63
"924",2,10,23,23.9,24.3,60,63
"925",2,10,24,23.9,24.3,60,63
"926",2,10,25,23.9,24.3,60,63
"927",2,10,26,23.9,24.3,60,63
"928",2,10,27,23.9,24.3,60,63
"929",2,10,28,23.9,24.3,60,63
"930",2,10,29,23.8,24.3,60,63
"931",2,10,30,23.8,24.3,61,63
"932",2,10,31,23.9,24.3,60,63
"933",2,10,32,23.9,24.3,61,63
"934",2,10,33,23.8,24.3,62,63
"935",2,10,34,23.8,24.3,62,63
"936",2,10,35,23.9,24.3,61,63
"937",2,10,36,23.8,24.3,60,63
"938",2,10,37,23.9,24.3,60,63
"939",2,10,38,23.9,24.3,60,63
"940",2,10,39,23.9,24.3,60,63
"941",2,10,40,23.8,24.3,61,63
"942",2,10,41,23.9,24.3,62,63
"943",2,10,42,23.9,24.3,62,63
"944",2,10,43,23.8,24.3,61,63
"945",2,10,44,23.8,24.3,60,63
"946",2,10,45,23.8,24.3,60,63
"947",2,10,46,23.8,24.3,61,63
"948",2,10,47,23.9,24.3,62,63
"949",2,10,48,23.9,24.3,61,63
"950",2,10,49,23.9,24.3,61,63
"951",2,10,50,23.9,24.3,61,63
"952",2,10,51,23.8,24.3,61,63
"953",2,10,52,23.8,24.3,60,63
"954",2,10,53,23.9,24.3,60,63
"955",2,10,54,23.8,24.3,61,63
"956",2,10,55,23.9,24.3,61,63
"957",2,10,56,23.9,24.3,60,63
"958",2,10,57,23.9,24.3,61,63
"959",2,10,58,23.8,24.3,61,63
"960",2,10,59,23.8,24.3,61,63
"961",2,11,0,23.9,24.3,60,63
"962",2,11,1,23.8,24.3,62,63
"963",2,11,2,23.9,24.3,63,63
"964",2,11,3,23.9,24.3,63,63
"965",2,11,4,23.8,24.3,62,63
"966",2,11,5,23.8,24.3,63,63
"967",2,11,6,23.8,24.3,63,63
"968",2,11,7,23.8,24.3,63,63
"969",2,11,8,23.9,24.3,63,63
"970",2,11,9,23.8,24.3,63,63
"971",2,11,10,23.8,24.3,63,63
"972",2,11,11,23.8,24.3,62,63
"973",2,11,12,23.8,24.3,63,63
"974",2,11,13,23.9,24.3,64,63
"975",2,11,14,23.8,24.3,62,63
"976",2,11,15,23.9,24.3,65,63
"977",2,11,16,23.8,24.3,65,63
"978",2,11,17,23.8,24.3,64,63
"979",2,11,18,23.8,24.3,64,63
"980",2,11,19,23.9,24.3,62,63
"981",2,11,20,23.8,24.3,61,63
"982",2,11,21,23.9,24.3,61,63
"983",2,11,22,23.9,24.3,62,63
"984",2,11,23,23.7,24.3,62,63
"985",2,11,24,23.8,24.3,63,63
"986",2,11,25,23.8,24.3,63,63
"987",2,11,26,23.8,24.3,64,63
"988",2,11,27,23.8,24.3,64,63
"989",2,11,28,23.8,24.3,63,63
"990",2,11,29,23.8,24.3,62,63
"991",2,11,30,23.8,24.3,63,63
"992",2,11,31,23.8,24.3,62,63
"993",2,11,32,23.9,24.3,64,63
"994",2,11,33,23.8,24.3,63,63
"995",2,11,34,23.8,24.3,63,63
"996",2,11,35,23.9,24.3,63,63
"997",2,11,36,23.8,24.3,62,63
"998",2,11,37,23.9,24.3,62,63
"999",2,11,38,23.9,24.3,63,63
"1000",2,11,39,23.8,24.3,62,63
"1001",2,11,40,23.8,24.3,64,63
"1002",2,11,41,23.8,24.3,64,63
"1003",2,11,42,23.9,24.3,62,63
"1004",2,11,43,23.8,24.3,64,63
"1005",2,11,44,23.8,24.3,63,63
"1006",2,11,45,23.7,24.3,64,63
"1007",2,11,46,23.8,24.3,64,63
"1008",2,11,47,23.8,24.3,64,63
"1009",2,11,48,23.8,24.3,65,63
"1010",2,11,49,23.8,24.3,66,63
"1011",2,11,50,23.8,24.3,65,63
"1012",2,11,51,23.9,24.3,65,63
"1013",2,11,52,23.8,24.3,65,63
"1014",2,11,53,23.8,24.3,65,63
"1015",2,11,54,23.8,24.3,65,63
"1016",2,11,55,23.8,24.3,65,63
"1017",2,11,56,23.7,24.3,65,63
"1018",2,11,57,23.8,24.3,66,63
"1019",2,11,58,23.8,24.3,66,63
"1020",2,11,59,23.6,24.3,66,63
"1021",2,12,0,23.7,24.3,66,63
"1022",2,12,1,23.8,24.3,67,63
"1023",2,12,2,23.8,24.3,67,63
"1024",2,12,3,23.7,24.3,67,63
"1025",2,12,4,23.8,24.3,67,63
"1026",2,12,5,23.8,24.3,67,63
"1027",2,12,6,23.8,24.3,68,63
"1028",2,12,7,23.8,24.3,68,63
"1029",2,12,8,23.8,24.3,68,63
"1030",2,12,9,23.8,24.3,68,63
"1031",2,12,10,23.8,24.3,69,63
"1032",2,12,11,23.8,24.3,68,63
"1033",2,12,12,23.8,24.3,68,63
"1034",2,12,13,23.8,24.3,68,63
"1035",2,12,14,23.8,24.3,69,63
"1036",2,12,15,23.9,24.3,69,63
"1037",2,12,16,23.9,24.3,69,63
"1038",2,12,17,23.9,24.3,69,63
"1039",2,12,18,23.9,24.3,68,63
"1040",2,12,19,24,24.3,69,63
"1041",2,12,20,23.9,24.3,68,63
"1042",2,12,21,23.9,24.3,67,63
"1043",2,12,22,23.8,24.3,68,63
"1044",2,12,23,23.8,24.3,69,63
"1045",2,12,24,23.9,24.3,68,63
"1046",2,12,25,23.8,24.3,68,63
"1047",2,12,26,23.9,24.3,67,63
"1048",2,12,27,23.9,24.3,67,63
"1049",2,12,28,23.9,24.3,67,63
"1050",2,12,29,23.9,24.3,68,63
"1051",2,12,30,23.9,24.3,66,63
"1052",2,12,31,23.9,24.3,66,63
"1053",2,12,32,23.9,24.3,65,63
"1054",2,12,33,23.8,24.3,65,63
"1055",2,12,34,23.9,24.3,64,63
"1056",2,12,35,23.9,24.3,64,63
"1057",2,12,36,23.9,24.3,65,63
"1058",2,12,37,23.9,24.3,67,63
"1059",2,12,38,23.9,24.3,65,63
"1060",2,12,39,23.9,24.3,66,63
"1061",2,12,40,23.9,24.3,65,63
"1062",2,12,41,23.9,24.3,64,63
"1063",2,12,42,23.9,24.3,64,63
"1064",2,12,43,23.9,24.3,64,63
"1065",2,12,44,23.9,24.3,64,63
"1066",2,12,45,23.9,24.3,65,63
"1067",2,12,46,23.9,24.3,65,63
"1068",2,12,47,23.9,24.3,65,63
"1069",2,12,48,23.9,24.3,65,63
"1070",2,12,49,23.9,24.3,65,63
"1071",2,12,50,23.9,24.3,64,63
"1072",2,12,51,23.9,24.3,64,63
"1073",2,12,52,23.9,24.3,65,63
"1074",2,12,53,23.9,24.3,64,63
"1075",2,12,54,23.9,24.3,63,63
"1076",2,12,55,23.9,24.3,63,63
"1077",2,12,56,23.8,24.3,64,63
"1078",2,12,57,23.9,24.3,64,63
"1079",2,12,58,23.8,24.3,66,63
"1080",2,12,59,23.9,24.3,64,63
"1081",2,13,0,23.9,24.3,65,63
"1082",2,13,1,23.9,24.3,65,63
"1083",2,13,2,23.8,24.3,64,63
"1084",2,13,3,23.9,24.3,65,63
"1085",2,13,4,23.9,24.3,65,63
"1086",2,13,5,23.9,24.3,65,63
"1087",2,13,6,23.9,24.3,66,63
"1088",2,13,7,23.9,24.3,66,63
"1089",2,13,8,23.8,24.3,66,63
"1090",2,13,9,23.9,24.3,66,63
"1091",2,13,10,23.9,24.3,66,63
"1092",2,13,11,23.9,24.3,65,63
"1093",2,13,12,23.8,24.3,65,63
"1094",2,13,13,23.9,24.3,66,63
"1095",2,13,14,23.9,24.3,65,63
"1096",2,13,15,23.9,24.3,65,63
"1097",2,13,16,23.9,24.3,65,63
"1098",2,13,17,23.9,24.3,65,63
"1099",2,13,18,23.9,24.3,66,63
"1100",2,13,19,23.9,24.3,67,63
"1101",2,13,20,23.9,24.3,65,63
"1102",2,13,21,23.9,24.3,65,63
"1103",2,13,22,23.9,24.3,66,63
"1104",2,13,23,23.9,24.3,67,63
"1105",2,13,24,23.9,24.3,66,63
"1106",2,13,25,23.9,24.3,67,63
"1107",2,13,26,23.9,24.3,67,63
"1108",2,13,27,23.9,24.3,67,63
"1109",2,13,28,23.9,24.3,68,63
"1110",2,13,29,23.8,24.3,67,63
"1111",2,13,30,23.9,24.3,68,63
"1112",2,13,31,23.8,24.3,68,63
"1113",2,13,32,23.8,24.3,69,63
"1114",2,13,33,23.8,24.3,69,63
"1115",2,13,34,23.9,24.3,69,63
"1116",2,13,35,23.9,24.3,69,63
"1117",2,13,36,23.9,24.3,69,63
"1118",2,13,37,23.8,24.3,69,63
"1119",2,13,38,23.9,24.3,69,63
"1120",2,13,39,23.8,24.3,69,63
"1121",2,13,40,23.8,24.3,69,63
"1122",2,13,41,23.8,24.3,69,63
"1123",2,13,42,23.8,24.3,69,63
"1124",2,13,43,23.8,24.3,69,63
"1125",2,13,44,23.8,24.3,69,63
"1126",2,13,45,23.8,24.3,69,63
"1127",2,13,46,23.8,24.3,69,63
"1128",2,13,47,23.7,24.3,69,63
"1129",2,13,48,23.7,24.3,68,63
"1130",2,13,49,23.9,24.3,68,63
"1131",2,13,50,23.8,24.3,68,63
"1132",2,13,51,23.8,24.3,67,63
"1133",2,13,52,23.8,24.3,67,63
"1134",2,13,53,23.8,24.3,67,63
"1135",2,13,54,23.8,24.3,67,63
"1136",2,13,55,23.8,24.3,67,63
"1137",2,13,56,23.8,24.3,67,63
"1138",2,13,57,23.7,24.3,66,63
"1139",2,13,58,23.7,24.3,66,63
"1140",2,13,59,23.8,24.3,66,63
"1141",2,14,0,23.7,24.3,66,63
"1142",2,14,1,23.7,24.3,66,63
"1143",2,14,2,23.7,24.3,66,63
"1144",2,14,3,23.8,24.3,66,63
"1145",2,14,4,23.8,24.3,66,63
"1146",2,14,5,23.8,24.3,66,63
"1147",2,14,6,23.8,24.3,65,63
"1148",2,14,7,23.8,24.3,65,63
"1149",2,14,8,23.9,24.3,64,63
"1150",2,14,9,23.8,24.3,61,63
"1151",2,14,10,23.8,24.3,62,63
"1152",2,14,11,23.9,24.3,63,63
"1153",2,14,12,23.8,24.3,62,63
"1154",2,14,13,23.8,24.3,61,63
"1155",2,14,14,23.8,24.3,61,63
"1156",2,14,15,23.9,24.3,60,63
"1157",2,14,16,23.9,24.3,61,63
"1158",2,14,17,23.9,24.3,59,63
"1159",2,14,18,23.9,24.3,59,63
"1160",2,14,19,23.9,24.3,59,63
"1161",2,14,20,23.8,24.3,60,63
"1162",2,14,21,23.9,24.3,60,63
"1163",2,14,22,23.9,24.3,60,63
"1164",2,14,23,23.8,24.3,59,63
"1165",2,14,24,23.8,24.3,59,63
"1166",2,14,25,23.9,24.3,60,63
"1167",2,14,26,23.9,24.3,59,63
"1168",2,14,27,23.8,24.3,60,63
"1169",2,14,28,23.8,24.3,60,63
"1170",2,14,29,23.8,24.3,61,63
"1171",2,14,30,23.9,24.3,62,63
"1172",2,14,31,23.9,24.3,62,63
"1173",2,14,32,23.9,24.3,62,63
"1174",2,14,33,23.9,24.3,62,63
"1175",2,14,34,23.9,24.3,62,63
"1176",2,14,35,23.9,24.3,62,63
"1177",2,14,36,23.8,24.3,63,63
"1178",2,14,37,24,24.3,63,63
"1179",2,14,38,23.9,24.3,63,63
"1180",2,14,39,23.8,24.3,62,63
"1181",2,14,40,23.9,24.3,63,63
"1182",2,14,41,23.9,24.3,62,63
"1183",2,14,42,23.9,24.3,63,63
"1184",2,14,43,23.9,24.3,62,63
"1185",2,14,44,23.9,24.3,62,63
"1186",2,14,45,23.9,24.3,62,63
"1187",2,14,46,23.9,24.3,63,63
"1188",2,14,47,23.9,24.3,62,63
"1189",2,14,48,23.8,24.3,64,63
"1190",2,14,49,23.9,24.3,63,63
"1191",2,14,50,23.9,24.3,63,63
"1192",2,14,51,23.9,24.3,64,63
"1193",2,14,52,23.9,24.3,64,63
"1194",2,14,53,23.9,24.3,63,63
"1195",2,14,54,24,24.3,64,63
"1196",2,14,55,23.9,24.3,63,63
"1197",2,14,56,23.9,24.3,64,63
"1198",2,14,57,23.9,24.3,63,63
"1199",2,14,58,23.9,24.3,63,63
"1200",2,14,59,23.9,24.3,63,63
"1201",2,15,0,23.9,24.3,64,63
"1202",2,15,1,23.9,24.3,64,63
"1203",2,15,2,23.9,24.3,63,63
"1204",2,15,3,23.8,24.3,63,63
"1205",2,15,4,24,24.3,62,63
"1206",2,15,5,23.8,24.3,61,63
"1207",2,15,6,23.9,24.3,62,63
"1208",2,15,7,23.9,24.3,62,63
"1209",2,15,8,23.9,24.3,62,63
"1210",2,15,9,23.9,24.3,62,63
"1211",2,15,10,23.8,24.3,62,63
"1212",2,15,11,23.9,24.3,62,63
"1213",2,15,12,23.9,24.3,62,63
"1214",2,15,13,23.9,24.3,62,63
"1215",2,15,14,23.8,24.3,61,63
"1216",2,15,15,23.9,24.3,61,63
"1217",2,15,16,23.9,24.3,60,63
"1218",2,15,17,23.9,24.3,60,63
"1219",2,15,18,23.9,24.3,60,63
"1220",2,15,19,23.8,24.3,60,63
"1221",2,15,20,23.9,24.3,60,63
"1222",2,15,21,23.9,24.3,60,63
"1223",2,15,22,23.9,24.3,60,63
"1224",2,15,23,23.9,24.3,61,63
"1225",2,15,24,23.9,24.3,61,63
"1226",2,15,25,23.9,24.3,60,63
"1227",2,15,26,23.9,24.3,60,63
"1228",2,15,27,23.9,24.3,60,63
"1229",2,15,28,23.9,24.3,60,63
"1230",2,15,29,23.8,24.3,59,63
"1231",2,15,30,23.8,24.3,61,63
"1232",2,15,31,23.8,24.3,60,63
"1233",2,15,32,23.9,24.3,60,63
"1234",2,15,33,23.9,24.3,60,63
"1235",2,15,34,23.9,24.3,60,63
"1236",2,15,35,23.9,24.3,61,63
"1237",2,15,36,23.9,24.3,60,63
"1238",2,15,37,23.8,24.3,59,63
"1239",2,15,38,23.8,24.3,60,63
"1240",2,15,39,23.8,24.3,60,63
"1241",2,15,40,23.9,24.3,59,63
"1242",2,15,41,23.8,24.3,60,63
"1243",2,15,42,23.9,24.3,60,63
"1244",2,15,43,23.8,24.3,60,63
"1245",2,15,44,23.9,24.3,60,63
"1246",2,15,45,23.8,24.3,60,63
"1247",2,15,46,23.9,24.3,60,63
"1248",2,15,47,23.9,24.3,59,63
"1249",2,15,48,23.8,24.3,59,63
"1250",2,15,49,23.8,24.3,60,63
"1251",2,15,50,23.8,24.3,59,63
"1252",2,15,51,23.9,24.3,60,63
"1253",2,15,52,23.8,24.3,59,63
"1254",2,15,53,23.9,24.3,59,63
"1255",2,15,54,23.9,24.3,60,63
"1256",2,15,55,23.9,24.3,60,63
"1257",2,15,56,23.9,24.3,60,63
"1258",2,15,57,23.9,24.3,60,63
"1259",2,15,58,23.9,24.3,60,63
"1260",2,15,59,23.9,24.3,61,63
"1261",2,16,0,23.8,24.3,61,63
"1262",2,16,1,23.9,24.3,61,63
"1263",2,16,2,23.9,24.3,60,63
"1264",2,16,3,23.9,24.3,60,63
"1265",2,16,4,23.9,24.3,61,63
"1266",2,16,5,23.9,24.3,60,63
"1267",2,16,6,23.9,24.3,60,63
"1268",2,16,7,23.9,24.3,61,63
"1269",2,16,8,23.9,24.3,59,63
"1270",2,16,9,23.9,24.3,60,63
"1271",2,16,10,23.9,24.3,59,63
"1272",2,16,11,23.9,24.3,60,63
"1273",2,16,12,23.9,24.3,61,63
"1274",2,16,13,23.9,24.3,60,63
"1275",2,16,14,23.8,24.3,60,63
"1276",2,16,15,23.9,24.3,60,63
"1277",2,16,16,23.8,24.3,60,63
"1278",2,16,17,23.9,24.3,60,63
"1279",2,16,18,23.9,24.3,60,63
"1280",2,16,19,23.9,24.3,59,63
"1281",2,16,20,23.9,24.3,61,63
"1282",2,16,21,23.9,24.3,60,63
"1283",2,16,22,23.9,24.3,60,63
"1284",2,16,23,23.9,24.3,59,63
"1285",2,16,24,23.9,24.3,60,63
"1286",2,16,25,23.9,24.3,60,63
"1287",2,16,26,23.8,24.3,59,63
"1288",2,16,27,23.9,24.3,60,63
"1289",2,16,28,23.9,24.3,60,63
"1290",2,16,29,23.9,24.3,60,63
"1291",2,16,30,24,24.3,61,63
"1292",2,16,31,23.9,24.3,61,63
"1293",2,16,32,23.9,24.3,62,63
"1294",2,16,33,23.9,24.3,63,63
"1295",2,16,34,23.9,24.3,61,63
"1296",2,16,35,23.9,24.3,62,63
"1297",2,16,36,23.8,24.3,61,63
"1298",2,16,37,23.9,24.3,61,63
"1299",2,16,38,23.9,24.3,62,63
"1300",2,16,39,23.9,24.3,61,63
"1301",2,16,40,23.9,24.3,61,63
"1302",2,16,41,23.9,24.3,60,63
"1303",2,16,42,23.9,24.3,60,63
"1304",2,16,43,23.9,24.3,60,63
"1305",2,16,44,24,24.3,60,63
"1306",2,16,45,23.9,24.3,60,63
